
ligne,position,substring,pattern,valeur,chiffres,sum
sixtwonhjhcjhmvkjndzphgkb7dbmngxbthdbkqbpeight6,41,eight6,eight,8,6 2 7 8,43163
sixtwonhjhcjhmvkjndzphgkb7dbmngxbthdbkqbpeight6,46,6,6,6,6 2 7 8 6,43163
569,0,569,5,5,5,43229
569,1,69,6,6,5 6,43229
569,2,9,9,9,5 6 9,43229
4svnndr,0,4svnndr,4,4,4,43288
xbsfhvsq22three24,8,22three24,2,2,2,43332
xbsfhvsq22three24,9,2three24,2,2,2 2,43332
xbsfhvsq22three24,10,three24,three,3,2 2 3,43332
xbsfhvsq22three24,15,24,2,2,2 2 3 2,43332
xbsfhvsq22three24,16,4,4,4,2 2 3 2 4,43332
1mms2nbmlsmpkrjvlz5,0,1mms2nbmlsmpkrjvlz5,1,1,1,43356
1mms2nbmlsmpkrjvlz5,4,2nbmlsmpkrjvlz5,2,2,1 2,43356
1mms2nbmlsmpkrjvlz5,18,5,5,5,1 2 5,43356
gstwo25ldvfzjonetwo4,2,two25ldvfzjonetwo4,two,2,2,43371
gstwo25ldvfzjonetwo4,5,25ldvfzjonetwo4,2,2,2 2,43371
gstwo25ldvfzjonetwo4,6,5ldvfzjonetwo4,5,5,2 2 5,43371
gstwo25ldvfzjonetwo4,13,onetwo4,one,1,2 2 5 1,43371
gstwo25ldvfzjonetwo4,16,two4,two,2,2 2 5 1 2,43371
gstwo25ldvfzjonetwo4,19,4,4,4,2 2 5 1 2 4,43371
mkbsmtrrxljdrxlnrpcrhjtvtmqbzvkld5zvphtjflvmvhqxzrnine,33,5zvphtjflvmvhqxzrnine,5,5,5,43395
mkbsmtrrxljdrxlnrpcrhjtvtmqbzvkld5zvphtjflvmvhqxzrnine,50,nine,nine,9,5 9,43395
one59twofive5gkvpjlxczb,0,one59twofive5gkvpjlxczb,one,1,1,43454
one59twofive5gkvpjlxczb,3,59twofive5gkvpjlxczb,5,5,1 5,43454
one59twofive5gkvpjlxczb,4,9twofive5gkvpjlxczb,9,9,1 5 9,43454
one59twofive5gkvpjlxczb,5,twofive5gkvpjlxczb,two,2,1 5 9 2,43454
one59twofive5gkvpjlxczb,8,five5gkvpjlxczb,five,5,1 5 9 2 5,43454
one59twofive5gkvpjlxczb,12,5gkvpjlxczb,5,5,1 5 9 2 5 5,43454
c5ktp7sixfoursix,1,5ktp7sixfoursix,5,5,5,43469
c5ktp7sixfoursix,5,7sixfoursix,7,7,5 7,43469
c5ktp7sixfoursix,6,sixfoursix,six,6,5 7 6,43469
c5ktp7sixfoursix,9,foursix,four,4,5 7 6 4,43469
c5ktp7sixfoursix,13,six,six,6,5 7 6 4 6,43469
mdlrxxfour4pxfour,6,four4pxfour,four,4,4,43525
mdlrxxfour4pxfour,10,4pxfour,4,4,4 4,43525
mdlrxxfour4pxfour,13,four,four,4,4 4 4,43525
78hkbqnggsix2sixnrmx,0,78hkbqnggsix2sixnrmx,7,7,7,43569
78hkbqnggsix2sixnrmx,1,8hkbqnggsix2sixnrmx,8,8,7 8,43569
78hkbqnggsix2sixnrmx,9,six2sixnrmx,six,6,7 8 6,43569
78hkbqnggsix2sixnrmx,12,2sixnrmx,2,2,7 8 6 2,43569
78hkbqnggsix2sixnrmx,13,sixnrmx,six,6,7 8 6 2 6,43569
nine2mnxlh,0,nine2mnxlh,nine,9,9,43645
nine2mnxlh,4,2mnxlh,2,2,9 2,43645
brvkttkjvrp8qpnfgfjhpn,11,8qpnfgfjhpn,8,8,8,43737
threeseventtpsmm2eight42,0,threeseventtpsmm2eight42,three,3,3,43825
threeseventtpsmm2eight42,5,seventtpsmm2eight42,seven,7,3 7,43825
threeseventtpsmm2eight42,16,2eight42,2,2,3 7 2,43825
threeseventtpsmm2eight42,17,eight42,eight,8,3 7 2 8,43825
threeseventtpsmm2eight42,22,42,4,4,3 7 2 8 4,43825
threeseventtpsmm2eight42,23,2,2,2,3 7 2 8 4 2,43825
grrxjpcxstwo19ninek6,9,two19ninek6,two,2,2,43857
grrxjpcxstwo19ninek6,12,19ninek6,1,1,2 1,43857
grrxjpcxstwo19ninek6,13,9ninek6,9,9,2 1 9,43857
grrxjpcxstwo19ninek6,14,ninek6,nine,9,2 1 9 9,43857
grrxjpcxstwo19ninek6,19,6,6,6,2 1 9 9 6,43857
kmprxnf1seven8trnb7,7,1seven8trnb7,1,1,1,43883
kmprxnf1seven8trnb7,8,seven8trnb7,seven,7,1 7,43883
kmprxnf1seven8trnb7,13,8trnb7,8,8,1 7 8,43883
kmprxnf1seven8trnb7,18,7,7,7,1 7 8 7,43883
onexmrjpkhdvmfour7seven,0,onexmrjpkhdvmfour7seven,one,1,1,43900
onexmrjpkhdvmfour7seven,13,four7seven,four,4,1 4,43900
onexmrjpkhdvmfour7seven,17,7seven,7,7,1 4 7,43900
onexmrjpkhdvmfour7seven,18,seven,seven,7,1 4 7 7,43900
2fivetncrt,0,2fivetncrt,2,2,2,43917
2fivetncrt,1,fivetncrt,five,5,2 5,43917
four5qpbmfxssixbjfdcdsixlcjmhsxx,0,four5qpbmfxssixbjfdcdsixlcjmhsxx,four,4,4,43942
four5qpbmfxssixbjfdcdsixlcjmhsxx,4,5qpbmfxssixbjfdcdsixlcjmhsxx,5,5,4 5,43942
four5qpbmfxssixbjfdcdsixlcjmhsxx,12,sixbjfdcdsixlcjmhsxx,six,6,4 5 6,43942
four5qpbmfxssixbjfdcdsixlcjmhsxx,21,sixlcjmhsxx,six,6,4 5 6 6,43942
two87three43,0,two87three43,two,2,2,43988
two87three43,3,87three43,8,8,2 8,43988
two87three43,4,7three43,7,7,2 8 7,43988
two87three43,5,three43,three,3,2 8 7 3,43988
two87three43,10,43,4,4,2 8 7 3 4,43988
two87three43,11,3,3,3,2 8 7 3 4 3,43988
hjkrr5nxsczthree5bskmeightln,5,5nxsczthree5bskmeightln,5,5,5,44011
hjkrr5nxsczthree5bskmeightln,11,three5bskmeightln,three,3,5 3,44011
hjkrr5nxsczthree5bskmeightln,16,5bskmeightln,5,5,5 3 5,44011
hjkrr5nxsczthree5bskmeightln,21,eightln,eight,8,5 3 5 8,44011
18threesixhjqz6four7lcrrzr,0,18threesixhjqz6four7lcrrzr,1,1,1,44069
18threesixhjqz6four7lcrrzr,1,8threesixhjqz6four7lcrrzr,8,8,1 8,44069
18threesixhjqz6four7lcrrzr,2,threesixhjqz6four7lcrrzr,three,3,1 8 3,44069
18threesixhjqz6four7lcrrzr,7,sixhjqz6four7lcrrzr,six,6,1 8 3 6,44069
18threesixhjqz6four7lcrrzr,14,6four7lcrrzr,6,6,1 8 3 6 6,44069
18threesixhjqz6four7lcrrzr,15,four7lcrrzr,four,4,1 8 3 6 6 4,44069
18threesixhjqz6four7lcrrzr,19,7lcrrzr,7,7,1 8 3 6 6 4 7,44069
onezfourv1,0,onezfourv1,one,1,1,44086
onezfourv1,4,fourv1,four,4,1 4,44086
onezfourv1,9,1,1,1,1 4 1,44086
rglmnronesix7sixone,6,onesix7sixone,one,1,1,44097
rglmnronesix7sixone,9,six7sixone,six,6,1 6,44097
rglmnronesix7sixone,12,7sixone,7,7,1 6 7,44097
rglmnronesix7sixone,13,sixone,six,6,1 6 7 6,44097
rglmnronesix7sixone,16,one,one,1,1 6 7 6 1,44097
6cffcmlfkfbqgfivegkxsf4,0,6cffcmlfkfbqgfivegkxsf4,6,6,6,44108
6cffcmlfkfbqgfivegkxsf4,13,fivegkxsf4,five,5,6 5,44108
6cffcmlfkfbqgfivegkxsf4,22,4,4,4,6 5 4,44108
3twoeight3,0,3twoeight3,3,3,3,44172
3twoeight3,1,twoeight3,two,2,3 2,44172
3twoeight3,4,eight3,eight,8,3 2 8,44172
3twoeight3,9,3,3,3,3 2 8 3,44172
six4five19rpjvktvxlqczkcxttssgxcztk,0,six4five19rpjvktvxlqczkcxttssgxcztk,six,6,6,44205
six4five19rpjvktvxlqczkcxttssgxcztk,3,4five19rpjvktvxlqczkcxttssgxcztk,4,4,6 4,44205
six4five19rpjvktvxlqczkcxttssgxcztk,4,five19rpjvktvxlqczkcxttssgxcztk,five,5,6 4 5,44205
six4five19rpjvktvxlqczkcxttssgxcztk,8,19rpjvktvxlqczkcxttssgxcztk,1,1,6 4 5 1,44205
six4five19rpjvktvxlqczkcxttssgxcztk,9,9rpjvktvxlqczkcxttssgxcztk,9,9,6 4 5 1 9,44205
7threethreetwospzk4,0,7threethreetwospzk4,7,7,7,44274
7threethreetwospzk4,1,threethreetwospzk4,three,3,7 3,44274
7threethreetwospzk4,6,threetwospzk4,three,3,7 3 3,44274
7threethreetwospzk4,11,twospzk4,two,2,7 3 3 2,44274
7threethreetwospzk4,18,4,4,4,7 3 3 2 4,44274
gkhgv3,5,3,3,3,3,44348
plhsjbdhchzzhztdgt4dfkxeightngnxtgqqrvgj,18,4dfkxeightngnxtgqqrvgj,4,4,4,44381
plhsjbdhchzzhztdgt4dfkxeightngnxtgqqrvgj,23,eightngnxtgqqrvgj,eight,8,4 8,44381
sevensjkvk15qvpckmlh,0,sevensjkvk15qvpckmlh,seven,7,7,44429
sevensjkvk15qvpckmlh,10,15qvpckmlh,1,1,7 1,44429
sevensjkvk15qvpckmlh,11,5qvpckmlh,5,5,7 1 5,44429
znvljxmvjc7eightthree66fourrzgkvrxb,10,7eightthree66fourrzgkvrxb,7,7,7,44504
znvljxmvjc7eightthree66fourrzgkvrxb,11,eightthree66fourrzgkvrxb,eight,8,7 8,44504
znvljxmvjc7eightthree66fourrzgkvrxb,16,three66fourrzgkvrxb,three,3,7 8 3,44504
znvljxmvjc7eightthree66fourrzgkvrxb,21,66fourrzgkvrxb,6,6,7 8 3 6,44504
znvljxmvjc7eightthree66fourrzgkvrxb,22,6fourrzgkvrxb,6,6,7 8 3 6 6,44504
znvljxmvjc7eightthree66fourrzgkvrxb,23,fourrzgkvrxb,four,4,7 8 3 6 6 4,44504
72pvpmlflqj4two4klbjmbrfxrcs,0,72pvpmlflqj4two4klbjmbrfxrcs,7,7,7,44578
72pvpmlflqj4two4klbjmbrfxrcs,1,2pvpmlflqj4two4klbjmbrfxrcs,2,2,7 2,44578
72pvpmlflqj4two4klbjmbrfxrcs,11,4two4klbjmbrfxrcs,4,4,7 2 4,44578
72pvpmlflqj4two4klbjmbrfxrcs,12,two4klbjmbrfxrcs,two,2,7 2 4 2,44578
72pvpmlflqj4two4klbjmbrfxrcs,15,4klbjmbrfxrcs,4,4,7 2 4 2 4,44578
mcpvlfpb39,8,39,3,3,3,44652
mcpvlfpb39,9,9,9,9,3 9,44652
3sevenlbfrflzeight,0,3sevenlbfrflzeight,3,3,3,44691
3sevenlbfrflzeight,1,sevenlbfrflzeight,seven,7,3 7,44691
3sevenlbfrflzeight,13,eight,eight,8,3 7 8,44691
126,0,126,1,1,1,44729
126,1,26,2,2,1 2,44729
126,2,6,6,6,1 2 6,44729
78one4hqphnvntqt,0,78one4hqphnvntqt,7,7,7,44745
78one4hqphnvntqt,1,8one4hqphnvntqt,8,8,7 8,44745
78one4hqphnvntqt,2,one4hqphnvntqt,one,1,7 8 1,44745
78one4hqphnvntqt,5,4hqphnvntqt,4,4,7 8 1 4,44745
9rmpzrfsthbfourthreefive4d4,0,9rmpzrfsthbfourthreefive4d4,9,9,9,44819
9rmpzrfsthbfourthreefive4d4,11,fourthreefive4d4,four,4,9 4,44819
9rmpzrfsthbfourthreefive4d4,15,threefive4d4,three,3,9 4 3,44819
9rmpzrfsthbfourthreefive4d4,20,five4d4,five,5,9 4 3 5,44819
9rmpzrfsthbfourthreefive4d4,24,4d4,4,4,9 4 3 5 4,44819
9rmpzrfsthbfourthreefive4d4,26,4,4,4,9 4 3 5 4 4,44819
one7eightthreecsxj24,0,one7eightthreecsxj24,one,1,1,44913
one7eightthreecsxj24,3,7eightthreecsxj24,7,7,1 7,44913
one7eightthreecsxj24,4,eightthreecsxj24,eight,8,1 7 8,44913
one7eightthreecsxj24,9,threecsxj24,three,3,1 7 8 3,44913
one7eightthreecsxj24,18,24,2,2,1 7 8 3 2,44913
one7eightthreecsxj24,19,4,4,4,1 7 8 3 2 4,44913
ffmk2gvdngdjxzgtwo55275,4,2gvdngdjxzgtwo55275,2,2,2,44927
ffmk2gvdngdjxzgtwo55275,15,two55275,two,2,2 2,44927
ffmk2gvdngdjxzgtwo55275,18,55275,5,5,2 2 5,44927
ffmk2gvdngdjxzgtwo55275,19,5275,5,5,2 2 5 5,44927
ffmk2gvdngdjxzgtwo55275,20,275,2,2,2 2 5 5 2,44927
ffmk2gvdngdjxzgtwo55275,21,75,7,7,2 2 5 5 2 7,44927
ffmk2gvdngdjxzgtwo55275,22,5,5,5,2 2 5 5 2 7 5,44927
2threefour8qtlhnj987,0,2threefour8qtlhnj987,2,2,2,44952
2threefour8qtlhnj987,1,threefour8qtlhnj987,three,3,2 3,44952
2threefour8qtlhnj987,6,four8qtlhnj987,four,4,2 3 4,44952
2threefour8qtlhnj987,10,8qtlhnj987,8,8,2 3 4 8,44952
2threefour8qtlhnj987,17,987,9,9,2 3 4 8 9,44952
2threefour8qtlhnj987,18,87,8,8,2 3 4 8 9 8,44952
2threefour8qtlhnj987,19,7,7,7,2 3 4 8 9 8 7,44952
gxslxqkf4gmpfpqtvnfourf,8,4gmpfpqtvnfourf,4,4,4,44979
gxslxqkf4gmpfpqtvnfourf,18,fourf,four,4,4 4,44979
3vjmbtpvdzvcpfour8bsppd6,0,3vjmbtpvdzvcpfour8bsppd6,3,3,3,45023
3vjmbtpvdzvcpfour8bsppd6,13,four8bsppd6,four,4,3 4,45023
3vjmbtpvdzvcpfour8bsppd6,17,8bsppd6,8,8,3 4 8,45023
3vjmbtpvdzvcpfour8bsppd6,23,6,6,6,3 4 8 6,45023
lfpzvmmnf8six8sixrvmhmg1dcqbc6,9,8six8sixrvmhmg1dcqbc6,8,8,8,45059
lfpzvmmnf8six8sixrvmhmg1dcqbc6,10,six8sixrvmhmg1dcqbc6,six,6,8 6,45059
lfpzvmmnf8six8sixrvmhmg1dcqbc6,13,8sixrvmhmg1dcqbc6,8,8,8 6 8,45059
lfpzvmmnf8six8sixrvmhmg1dcqbc6,14,sixrvmhmg1dcqbc6,six,6,8 6 8 6,45059
lfpzvmmnf8six8sixrvmhmg1dcqbc6,23,1dcqbc6,1,1,8 6 8 6 1,45059
lfpzvmmnf8six8sixrvmhmg1dcqbc6,29,6,6,6,8 6 8 6 1 6,45059
7ppssvcpkpvvp,0,7ppssvcpkpvvp,7,7,7,45145
48twoxgndlgkfzqndkcdzcnr6hzb6pplx,0,48twoxgndlgkfzqndkcdzcnr6hzb6pplx,4,4,4,45222
48twoxgndlgkfzqndkcdzcnr6hzb6pplx,1,8twoxgndlgkfzqndkcdzcnr6hzb6pplx,8,8,4 8,45222
48twoxgndlgkfzqndkcdzcnr6hzb6pplx,2,twoxgndlgkfzqndkcdzcnr6hzb6pplx,two,2,4 8 2,45222
48twoxgndlgkfzqndkcdzcnr6hzb6pplx,24,6hzb6pplx,6,6,4 8 2 6,45222
48twoxgndlgkfzqndkcdzcnr6hzb6pplx,28,6pplx,6,6,4 8 2 6 6,45222
sroneight9lxb6sixfivenmmcnh,2,oneight9lxb6sixfivenmmcnh,one,1,1,45268
sroneight9lxb6sixfivenmmcnh,9,9lxb6sixfivenmmcnh,9,9,1 9,45268
sroneight9lxb6sixfivenmmcnh,13,6sixfivenmmcnh,6,6,1 9 6,45268
sroneight9lxb6sixfivenmmcnh,14,sixfivenmmcnh,six,6,1 9 6 6,45268
sroneight9lxb6sixfivenmmcnh,17,fivenmmcnh,five,5,1 9 6 6 5,45268
tnpdqnqfgs7bhhpponesgmbvrmcsixglddfpbpxvp8,10,7bhhpponesgmbvrmcsixglddfpbpxvp8,7,7,7,45283
tnpdqnqfgs7bhhpponesgmbvrmcsixglddfpbpxvp8,16,onesgmbvrmcsixglddfpbpxvp8,one,1,7 1,45283
tnpdqnqfgs7bhhpponesgmbvrmcsixglddfpbpxvp8,27,sixglddfpbpxvp8,six,6,7 1 6,45283
tnpdqnqfgs7bhhpponesgmbvrmcsixglddfpbpxvp8,41,8,8,8,7 1 6 8,45283
twogsbzkvslnmfzbt3,0,twogsbzkvslnmfzbt3,two,2,2,45361
twogsbzkvslnmfzbt3,17,3,3,3,2 3,45361
jjlqpfhthree524eight822,7,three524eight822,three,3,3,45384
jjlqpfhthree524eight822,12,524eight822,5,5,3 5,45384
jjlqpfhthree524eight822,13,24eight822,2,2,3 5 2,45384
jjlqpfhthree524eight822,14,4eight822,4,4,3 5 2 4,45384
jjlqpfhthree524eight822,15,eight822,eight,8,3 5 2 4 8,45384
jjlqpfhthree524eight822,20,822,8,8,3 5 2 4 8 8,45384
jjlqpfhthree524eight822,21,22,2,2,3 5 2 4 8 8 2,45384
jjlqpfhthree524eight822,22,2,2,2,3 5 2 4 8 8 2 2,45384
six246fhhczntfvdcxjfqcxzmgdn,0,six246fhhczntfvdcxjfqcxzmgdn,six,6,6,45416
six246fhhczntfvdcxjfqcxzmgdn,3,246fhhczntfvdcxjfqcxzmgdn,2,2,6 2,45416
six246fhhczntfvdcxjfqcxzmgdn,4,46fhhczntfvdcxjfqcxzmgdn,4,4,6 2 4,45416
six246fhhczntfvdcxjfqcxzmgdn,5,6fhhczntfvdcxjfqcxzmgdn,6,6,6 2 4 6,45416
6threexgs7,0,6threexgs7,6,6,6,45482
6threexgs7,1,threexgs7,three,3,6 3,45482
6threexgs7,9,7,7,7,6 3 7,45482
njxmonehnzjqfnsgbf3rmmldfive,4,onehnzjqfnsgbf3rmmldfive,one,1,1,45549
njxmonehnzjqfnsgbf3rmmldfive,18,3rmmldfive,3,3,1 3,45549
njxmonehnzjqfnsgbf3rmmldfive,24,five,five,5,1 3 5,45549
one77eightxgdxghzrtgzddr,0,one77eightxgdxghzrtgzddr,one,1,1,45564
one77eightxgdxghzrtgzddr,3,77eightxgdxghzrtgzddr,7,7,1 7,45564
one77eightxgdxghzrtgzddr,4,7eightxgdxghzrtgzddr,7,7,1 7 7,45564
one77eightxgdxghzrtgzddr,5,eightxgdxghzrtgzddr,eight,8,1 7 7 8,45564
ninerxqzqzhjxf5,0,ninerxqzqzhjxf5,nine,9,9,45582
ninerxqzqzhjxf5,14,5,5,5,9 5,45582
4sevensix8onept89,0,4sevensix8onept89,4,4,4,45677
4sevensix8onept89,1,sevensix8onept89,seven,7,4 7,45677
4sevensix8onept89,6,six8onept89,six,6,4 7 6,45677
4sevensix8onept89,9,8onept89,8,8,4 7 6 8,45677
4sevensix8onept89,10,onept89,one,1,4 7 6 8 1,45677
4sevensix8onept89,15,89,8,8,4 7 6 8 1 8,45677
4sevensix8onept89,16,9,9,9,4 7 6 8 1 8 9,45677
4onefnnrkljbm84rdeight,0,4onefnnrkljbm84rdeight,4,4,4,45726
4onefnnrkljbm84rdeight,1,onefnnrkljbm84rdeight,one,1,4 1,45726
4onefnnrkljbm84rdeight,13,84rdeight,8,8,4 1 8,45726
4onefnnrkljbm84rdeight,14,4rdeight,4,4,4 1 8 4,45726
4onefnnrkljbm84rdeight,17,eight,eight,8,4 1 8 4 8,45726
ln3253,2,3253,3,3,3,45774
ln3253,3,253,2,2,3 2,45774
ln3253,4,53,5,5,3 2 5,45774
ln3253,5,3,3,3,3 2 5 3,45774
ninekvzvmhvmnj7fourchlfggglbcrjs,0,ninekvzvmhvmnj7fourchlfggglbcrjs,nine,9,9,45807
ninekvzvmhvmnj7fourchlfggglbcrjs,14,7fourchlfggglbcrjs,7,7,9 7,45807
ninekvzvmhvmnj7fourchlfggglbcrjs,15,fourchlfggglbcrjs,four,4,9 7 4,45807
gdhrt7tjmgmqgcbblx98six,5,7tjmgmqgcbblx98six,7,7,7,45901
gdhrt7tjmgmqgcbblx98six,18,98six,9,9,7 9,45901
gdhrt7tjmgmqgcbblx98six,19,8six,8,8,7 9 8,45901
gdhrt7tjmgmqgcbblx98six,20,six,six,6,7 9 8 6,45901
ninefour7onetwomcgjhgcgdl,0,ninefour7onetwomcgjhgcgdl,nine,9,9,45977
ninefour7onetwomcgjhgcgdl,4,four7onetwomcgjhgcgdl,four,4,9 4,45977
ninefour7onetwomcgjhgcgdl,8,7onetwomcgjhgcgdl,7,7,9 4 7,45977
ninefour7onetwomcgjhgcgdl,9,onetwomcgjhgcgdl,one,1,9 4 7 1,45977
ninefour7onetwomcgjhgcgdl,12,twomcgjhgcgdl,two,2,9 4 7 1 2,45977
fourtwo1fiverd,0,fourtwo1fiverd,four,4,4,46069
fourtwo1fiverd,4,two1fiverd,two,2,4 2,46069
fourtwo1fiverd,7,1fiverd,1,1,4 2 1,46069
fourtwo1fiverd,8,fiverd,five,5,4 2 1 5,46069
1three7twosix,0,1three7twosix,1,1,1,46114
1three7twosix,1,three7twosix,three,3,1 3,46114
1three7twosix,6,7twosix,7,7,1 3 7,46114
1three7twosix,7,twosix,two,2,1 3 7 2,46114
1three7twosix,10,six,six,6,1 3 7 2 6,46114
sevenzgpmc2glhbfcczzg,0,sevenzgpmc2glhbfcczzg,seven,7,7,46130
sevenzgpmc2glhbfcczzg,10,2glhbfcczzg,2,2,7 2,46130
3fivesevenfive,0,3fivesevenfive,3,3,3,46202
3fivesevenfive,1,fivesevenfive,five,5,3 5,46202
3fivesevenfive,5,sevenfive,seven,7,3 5 7,46202
3fivesevenfive,10,five,five,5,3 5 7 5,46202
cshghdvkthree18,8,three18,three,3,3,46237
cshghdvkthree18,13,18,1,1,3 1,46237
cshghdvkthree18,14,8,8,8,3 1 8,46237
19four5hsnsjkmrrsix,0,19four5hsnsjkmrrsix,1,1,1,46275
19four5hsnsjkmrrsix,1,9four5hsnsjkmrrsix,9,9,1 9,46275
19four5hsnsjkmrrsix,2,four5hsnsjkmrrsix,four,4,1 9 4,46275
19four5hsnsjkmrrsix,6,5hsnsjkmrrsix,5,5,1 9 4 5,46275
19four5hsnsjkmrrsix,16,six,six,6,1 9 4 5 6,46275
4xcqlfvnxninefourzzhfzkdfdg6mfmp,0,4xcqlfvnxninefourzzhfzkdfdg6mfmp,4,4,4,46291
4xcqlfvnxninefourzzhfzkdfdg6mfmp,9,ninefourzzhfzkdfdg6mfmp,nine,9,4 9,46291
4xcqlfvnxninefourzzhfzkdfdg6mfmp,13,fourzzhfzkdfdg6mfmp,four,4,4 9 4,46291
4xcqlfvnxninefourzzhfzkdfdg6mfmp,27,6mfmp,6,6,4 9 4 6,46291
tqrjmt9zsctcbkpdlkqd2,6,9zsctcbkpdlkqd2,9,9,9,46337
tqrjmt9zsctcbkpdlkqd2,20,2,2,2,9 2,46337
2zvpsevenlhzj86eight,0,2zvpsevenlhzj86eight,2,2,2,46429
2zvpsevenlhzj86eight,4,sevenlhzj86eight,seven,7,2 7,46429
2zvpsevenlhzj86eight,13,86eight,8,8,2 7 8,46429
2zvpsevenlhzj86eight,14,6eight,6,6,2 7 8 6,46429
2zvpsevenlhzj86eight,15,eight,eight,8,2 7 8 6 8,46429
xkfzftj5nfjlb7onenineone92,7,5nfjlb7onenineone92,5,5,5,46457
xkfzftj5nfjlb7onenineone92,13,7onenineone92,7,7,5 7,46457
xkfzftj5nfjlb7onenineone92,14,onenineone92,one,1,5 7 1,46457
xkfzftj5nfjlb7onenineone92,17,nineone92,nine,9,5 7 1 9,46457
xkfzftj5nfjlb7onenineone92,21,one92,one,1,5 7 1 9 1,46457
xkfzftj5nfjlb7onenineone92,24,92,9,9,5 7 1 9 1 9,46457
xkfzftj5nfjlb7onenineone92,25,2,2,2,5 7 1 9 1 9 2,46457
9bqkbsjccmeightninefmnmfour6jstqgfcfdtqr,0,9bqkbsjccmeightninefmnmfour6jstqgfcfdtqr,9,9,9,46509
9bqkbsjccmeightninefmnmfour6jstqgfcfdtqr,10,eightninefmnmfour6jstqgfcfdtqr,eight,8,9 8,46509
9bqkbsjccmeightninefmnmfour6jstqgfcfdtqr,15,ninefmnmfour6jstqgfcfdtqr,nine,9,9 8 9,46509
9bqkbsjccmeightninefmnmfour6jstqgfcfdtqr,23,four6jstqgfcfdtqr,four,4,9 8 9 4,46509
9bqkbsjccmeightninefmnmfour6jstqgfcfdtqr,27,6jstqgfcfdtqr,6,6,9 8 9 4 6,46509
ninexlqcltkmdeight64one,0,ninexlqcltkmdeight64one,nine,9,9,46605
ninexlqcltkmdeight64one,13,eight64one,eight,8,9 8,46605
ninexlqcltkmdeight64one,18,64one,6,6,9 8 6,46605
ninexlqcltkmdeight64one,19,4one,4,4,9 8 6 4,46605
ninexlqcltkmdeight64one,20,one,one,1,9 8 6 4 1,46605
7eightfour7two,0,7eightfour7two,7,7,7,46696
7eightfour7two,1,eightfour7two,eight,8,7 8,46696
7eightfour7two,6,four7two,four,4,7 8 4,46696
7eightfour7two,10,7two,7,7,7 8 4 7,46696
7eightfour7two,11,two,two,2,7 8 4 7 2,46696
three6tflgzsphcpbqgvmqnvn8,0,three6tflgzsphcpbqgvmqnvn8,three,3,3,46768
three6tflgzsphcpbqgvmqnvn8,5,6tflgzsphcpbqgvmqnvn8,6,6,3 6,46768
three6tflgzsphcpbqgvmqnvn8,25,8,8,8,3 6 8,46768
threejdlgm8293three,0,threejdlgm8293three,three,3,3,46806
threejdlgm8293three,10,8293three,8,8,3 8,46806
threejdlgm8293three,11,293three,2,2,3 8 2,46806
threejdlgm8293three,12,93three,9,9,3 8 2 9,46806
threejdlgm8293three,13,3three,3,3,3 8 2 9 3,46806
threejdlgm8293three,14,three,three,3,3 8 2 9 3 3,46806
pppm8dzvd8onefourtwo,4,8dzvd8onefourtwo,8,8,8,46839
pppm8dzvd8onefourtwo,9,8onefourtwo,8,8,8 8,46839
pppm8dzvd8onefourtwo,10,onefourtwo,one,1,8 8 1,46839
pppm8dzvd8onefourtwo,13,fourtwo,four,4,8 8 1 4,46839
pppm8dzvd8onefourtwo,17,two,two,2,8 8 1 4 2,46839
ninetfkqhmckv581,0,ninetfkqhmckv581,nine,9,9,46921
ninetfkqhmckv581,13,581,5,5,9 5,46921
ninetfkqhmckv581,14,81,8,8,9 5 8,46921
ninetfkqhmckv581,15,1,1,1,9 5 8 1,46921
eight91twofourvzbpmf,0,eight91twofourvzbpmf,eight,8,8,47012
eight91twofourvzbpmf,5,91twofourvzbpmf,9,9,8 9,47012
eight91twofourvzbpmf,6,1twofourvzbpmf,1,1,8 9 1,47012
eight91twofourvzbpmf,7,twofourvzbpmf,two,2,8 9 1 2,47012
eight91twofourvzbpmf,10,fourvzbpmf,four,4,8 9 1 2 4,47012
1tgrgfourseven,0,1tgrgfourseven,1,1,1,47096
1tgrgfourseven,5,fourseven,four,4,1 4,47096
1tgrgfourseven,9,seven,seven,7,1 4 7,47096
phpfxdrlcjpshbrhrktwo2kzrcngmsmdfpvlmmbjzbrrxznkv,18,two2kzrcngmsmdfpvlmmbjzbrrxznkv,two,2,2,47113
phpfxdrlcjpshbrhrktwo2kzrcngmsmdfpvlmmbjzbrrxznkv,21,2kzrcngmsmdfpvlmmbjzbrrxznkv,2,2,2 2,47113
57one8two,0,57one8two,5,5,5,47135
57one8two,1,7one8two,7,7,5 7,47135
57one8two,2,one8two,one,1,5 7 1,47135
57one8two,5,8two,8,8,5 7 1 8,47135
57one8two,6,two,two,2,5 7 1 8 2,47135
fourglsthreenbzdfddhdh3sqkh,0,fourglsthreenbzdfddhdh3sqkh,four,4,4,47187
fourglsthreenbzdfddhdh3sqkh,7,threenbzdfddhdh3sqkh,three,3,4 3,47187
fourglsthreenbzdfddhdh3sqkh,22,3sqkh,3,3,4 3 3,47187
2glpbhskt8526s,0,2glpbhskt8526s,2,2,2,47230
2glpbhskt8526s,9,8526s,8,8,2 8,47230
2glpbhskt8526s,10,526s,5,5,2 8 5,47230
2glpbhskt8526s,11,26s,2,2,2 8 5 2,47230
